game_id,game_duration,wins,first_blood,first_tower,first_baron,first_dragon,first_inhibitor,dragon_kills,baron_kills,tower_kills,inhibitor_kills,ward_placed,wardkills,kills,death,assist,champion_damage_dealt,total_gold,total_minion_kills,total_level,avg_level,jungle_minion_kills,killing_spree,total_heal,object_damage_dealt
4247263043,1323,0,1,0,0,0,0,0,0,0,0,38,13,15,31,22,56039,37001,440,56,11.2,105,4,31035,5675
4247155821,1317,1,0,0,0,1,0,2,0,4,0,57,18,19,8,31,60243,41072,531,63,12.6,111,3,26397,45303
4243963257,932,0,0,0,0,0,0,0,0,0,0,28,7,5,20,8,24014,22929,306,42,8.4,64,0,6567,5651
4241678498,2098,0,0,0,1,1,0,1,1,2,0,129,39,26,36,45,101607,63447,774,80,16.0,226,3,24718,31019
4241538868,2344,1,1,1,1,1,1,2,2,11,3,114,35,27,40,47,134826,74955,831,83,16.6,252,5,37161,95287
4241394461,1567,1,1,1,0,0,1,2,0,8,1,65,23,26,18,43,59839,52221,576,66,13.2,171,9,40925,51855
4233222221,1686,0,0,1,0,0,0,0,0,2,0,72,26,16,31,30,70270,47107,601,65,13.0,136,5,20503,31788
4233113995,1588,1,1,1,1,0,1,2,1,10,2,79,39,36,20,88,102449,59163,613,71,14.2,157,7,28612,67404
4231100932,1618,1,1,1,1,0,1,3,1,8,1,89,57,26,25,44,77245,57940,704,71,14.2,144,5,29726,66468
4229230455,1126,1,0,1,0,1,0,1,0,4,0,43,20,20,11,34,56652,39014,486,57,11.4,115,5,17630,37483
4229039003,193,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,2128,4918,38,12,2.4,12,0,649,0
4228952659,1201,1,1,1,0,1,1,2,0,9,2,41,14,25,9,24,45993,47084,536,61,12.2,162,4,21964,57122
4228244819,1262,1,0,0,0,1,1,3,0,7,1,49,16,21,7,38,57342,42933,509,61,12.2,129,4,13040,48691
4227123625,1429,0,1,1,0,0,0,0,0,4,0,75,33,7,19,13,42979,41910,646,60,12.0,180,2,15575,35335
4222795586,1628,1,1,0,1,0,1,3,1,10,1,59,28,35,22,56,95259,59286,678,77,15.4,167,5,33304,74196
4222632382,1692,0,0,0,0,0,0,0,0,3,0,78,30,21,32,35,73488,51403,669,71,14.2,149,4,15986,14767
4219736584,1903,0,0,1,0,1,0,2,0,3,0,75,54,26,37,46,95379,57588,677,76,15.2,194,7,29205,40743
4219647531,1381,1,1,1,1,1,1,2,1,7,2,51,13,33,12,61,81469,50766,494,70,14.0,172,6,26137,62484
4219545724,1313,0,0,1,0,0,0,0,0,3,0,45,13,6,22,9,36087,35880,563,56,11.2,119,1,13059,26348
4219463634,1660,1,0,0,1,1,1,1,1,9,2,66,31,30,13,61,64708,58214,651,74,14.8,209,7,37288,64577
4217069365,1221,1,1,1,0,1,0,2,0,3,0,54,19,17,7,39,46638,38849,509,59,11.8,147,5,18752,39086
4216998163,1356,0,0,0,0,1,0,2,0,3,0,55,19,11,23,9,50734,38528,511,58,11.6,158,5,18855,25271
4214820366,1491,1,1,1,1,1,1,3,1,10,3,69,33,25,13,56,72693,51886,599,70,14.0,150,5,28385,69003
4208036316,1209,0,0,0,0,0,0,2,0,0,0,55,26,8,15,16,30467,31597,454,53,10.6,113,2,15413,20504
4205806443,2224,1,1,0,0,0,1,1,1,8,2,111,46,25,29,30,102663,69308,849,86,17.2,214,7,41308,77705
4205778093,984,1,1,1,0,1,0,2,0,5,0,55,9,26,3,34,45772,36545,402,53,10.6,102,6,14093,31303
4205718397,1222,1,0,0,0,1,1,2,0,6,1,53,12,23,9,37,51535,40199,475,61,12.2,120,6,18157,43921
4205609024,1835,1,0,1,1,0,1,1,2,11,3,85,42,26,13,50,81075,62067,730,80,16.0,162,7,37491,79526
4201063474,1437,0,1,1,0,1,0,2,0,3,0,75,23,19,24,22,79501,42395,528,60,12.0,96,5,23863,30643
4201002719,1430,0,0,0,0,0,0,0,0,2,0,66,24,10,23,11,44351,38762,559,61,12.2,129,3,34497,20162
4200860184,1215,1,1,1,0,1,0,2,0,3,0,53,15,26,12,36,58591,41489,492,61,12.2,117,6,16169,33674
4191943697,2016,0,1,0,0,0,1,2,0,7,2,95,46,18,25,27,75809,61478,865,76,15.2,202,3,27206,61703
4191827488,1389,0,0,0,0,1,0,2,0,2,0,44,25,20,35,23,51562,40895,511,58,11.6,103,6,12052,29019
4186297500,1821,1,0,1,1,0,1,3,1,9,1,110,38,40,26,63,100283,66751,685,80,16.0,206,10,40282,67756
4186224914,1329,1,1,1,0,1,0,2,0,5,0,49,35,34,20,51,73518,48425,513,63,12.6,156,9,18428,46932
4186016838,2310,1,1,1,1,1,1,5,1,7,2,171,60,44,19,99,143619,77247,810,86,17.2,261,8,72639,82317
4185880938,1822,1,1,1,0,1,1,4,0,9,1,105,53,35,17,62,107076,61215,780,76,15.2,209,8,39301,65171
4183509170,1401,1,0,0,0,0,1,0,0,7,1,55,27,24,15,48,71476,46130,468,63,12.6,146,6,38890,33785
4183404231,1853,1,0,0,0,0,1,2,0,7,1,83,40,32,30,74,115967,60777,710,75,15.0,175,8,46400,52092
4169877994,1337,1,1,1,0,1,0,2,0,5,0,58,26,22,7,35,42259,44148,559,61,12.2,126,4,23681,49678
4169807983,1109,1,0,1,0,1,0,2,0,3,0,43,22,19,9,30,52628,37722,484,58,11.6,111,4,20715,38287
4169722149,1816,1,1,1,1,1,1,3,1,7,1,96,35,39,17,64,93498,62756,672,75,15.0,167,10,31411,66740
4169630150,962,1,1,1,0,1,0,2,0,4,0,51,20,11,2,16,24511,31868,462,52,10.4,122,3,12117,25936
4163513474,967,0,0,0,0,1,0,1,0,0,0,36,14,4,17,6,22356,23844,389,44,8.8,82,0,7752,8507
4161051062,2012,0,0,0,0,1,0,2,0,5,0,93,45,18,19,30,91768,55461,758,73,14.6,210,5,45967,59548
4160473191,2323,0,1,1,0,0,0,0,0,4,0,127,60,26,42,51,107890,68529,806,80,16.0,205,7,34545,52537
4158940409,1459,0,0,0,0,0,0,0,0,2,0,73,20,12,21,18,40148,40642,604,61,12.2,139,3,22666,29566
4158792026,1845,1,1,1,0,1,1,4,1,9,2,71,39,35,25,58,84049,65775,690,79,15.8,221,9,26997,89993
4158690093,1725,0,0,1,0,0,0,0,0,3,0,70,23,22,47,33,87569,50834,607,67,13.4,141,6,51908,17063
4150560544,951,0,0,0,0,1,0,1,0,0,0,37,18,1,12,3,23320,23282,411,46,9.2,116,0,11617,14852
4150339701,1348,1,1,1,0,1,1,2,0,8,1,59,11,36,22,54,78880,49800,450,63,12.6,144,8,16763,43836
4150233255,1318,0,1,0,0,0,0,1,0,0,0,55,22,11,28,10,43094,36504,550,57,11.4,136,1,25415,17679
4150072840,1172,1,1,1,0,0,0,1,0,3,0,47,18,21,9,34,55360,37633,446,57,11.4,93,6,23696,36279
4141879503,1925,1,1,1,1,1,1,2,1,8,2,89,44,23,23,51,101088,61668,752,76,15.2,221,6,36198,77293
4141756373,192,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1326,4241,41,11,2.2,0,0,0,70
4141536785,1458,0,0,0,0,1,0,1,0,3,0,60,12,14,26,19,55453,41875,547,61,12.2,131,4,23694,29489
4139317309,1978,0,0,0,0,1,0,3,0,1,0,123,70,5,26,7,46052,51635,864,73,14.6,164,1,18583,44759
4137337572,1545,0,0,1,0,0,0,0,0,3,0,67,31,11,36,16,58678,42389,562,61,12.2,103,2,39094,21263
4137221905,1562,1,0,0,1,0,1,1,1,7,1,69,31,21,16,45,64963,50886,607,70,14.0,147,4,29133,57632
4136497029,1151,0,0,0,0,0,0,0,0,0,0,53,20,7,21,9,29304,29816,444,49,9.8,102,1,10143,4986
4135625642,1736,0,1,0,0,1,0,2,0,2,0,90,28,17,36,23,76424,48024,637,67,13.4,151,3,33041,27338
4135631513,968,0,0,0,0,0,0,0,0,0,0,37,11,2,15,3,23588,22713,333,46,9.2,89,0,13239,9328
4135503804,2236,1,0,0,1,0,1,3,1,9,2,157,43,29,15,69,116394,68766,797,82,16.4,244,7,57011,71630
4135463990,1373,1,1,1,1,0,0,1,1,4,0,58,27,17,8,23,52567,43422,516,65,13.0,171,4,23594,54129
4132750156,1182,1,1,1,0,1,1,2,0,8,1,40,24,23,10,33,47775,42571,481,59,11.8,104,5,15183,59853
4132662255,1224,0,0,0,0,0,0,0,0,1,0,44,22,8,18,11,37524,32004,477,52,10.4,104,2,9602,9600
4131438536,1413,0,0,1,0,0,0,0,0,5,0,63,20,13,26,16,41623,42040,598,58,11.6,121,3,13604,36218
4131349884,2036,0,0,1,0,0,0,1,0,4,0,97,31,28,40,53,98479,59822,645,71,14.2,197,8,30050,36188
4131228269,1979,1,0,1,1,1,1,3,1,9,2,133,46,30,20,48,105407,67195,810,80,16.0,232,7,52924,77344
4131183383,1473,1,1,1,1,0,1,2,1,9,2,61,24,35,17,35,77143,54193,586,69,13.8,161,9,29311,66138
4130838785,1150,1,1,1,0,0,1,2,0,6,1,41,20,29,9,34,47509,43119,469,57,11.4,124,7,12832,50467
4127304820,1531,1,1,1,1,1,1,3,1,7,2,70,24,21,14,42,57928,48084,531,65,13.0,159,6,28757,66342
4127195860,1497,1,1,1,1,0,1,2,1,8,1,77,32,31,19,53,63954,53275,524,67,13.4,145,8,35633,59869
4127134706,1313,0,0,0,0,0,0,0,0,0,0,51,11,8,27,12,39989,33809,477,55,11.0,102,3,13506,12966
4127017961,1600,0,0,0,0,1,0,1,0,2,0,70,21,9,23,9,57565,44729,672,65,13.0,168,0,16502,30221
4126859718,1973,0,0,0,0,0,0,2,0,2,0,101,49,8,18,13,69814,52038,870,73,14.6,195,1,44002,32693
4126778547,1213,0,0,0,0,0,0,0,0,1,0,54,19,17,34,28,44499,36745,410,52,10.4,106,4,16709,19224
4126741986,1012,0,0,1,0,0,0,0,0,1,0,41,13,10,22,16,36056,28450,388,47,9.4,87,2,11634,13731
4126486529,1585,0,0,1,0,0,0,0,0,2,0,74,20,14,40,15,57889,43435,568,63,12.6,158,3,27985,18730
4125363745,1035,1,1,1,0,1,0,2,0,3,0,34,13,18,7,28,31723,34197,466,54,10.8,96,5,10417,36635
4125243537,1577,0,1,1,1,1,0,2,1,3,0,78,21,14,24,24,46049,48218,666,67,13.4,181,4,13018,51526
4125181013,931,0,1,1,0,0,0,0,0,2,0,32,17,7,19,8,21750,27388,335,44,8.8,89,1,10723,15340
4124979926,1831,0,0,0,0,0,0,2,0,2,0,84,36,22,32,51,80667,53325,699,70,14.0,145,5,48371,40057
4124953438,1361,1,1,1,0,0,1,1,0,9,2,55,29,27,21,36,58810,48846,542,63,12.6,119,7,18742,55957
4124850963,1527,1,1,1,1,1,0,3,1,5,0,66,35,30,20,49,69511,54203,595,68,13.6,191,8,26436,65245
4124417063,1795,1,1,1,1,1,1,4,2,9,2,75,26,38,22,72,97473,62783,600,77,15.4,182,9,61823,96215
4124110363,1636,1,1,0,1,1,1,1,1,8,1,115,37,19,9,48,51747,53237,685,69,13.8,161,4,15091,47892
4124060029,1725,0,0,0,0,0,0,0,0,3,0,103,56,18,32,33,53243,50784,713,67,13.4,150,4,15547,14394
4120640812,1504,1,1,0,0,1,0,2,0,2,0,75,30,29,17,43,79467,47664,562,67,13.4,129,8,13690,21178
4120513018,1150,1,1,1,0,1,0,2,0,2,0,44,25,15,2,29,36276,36776,545,58,11.6,117,5,35167,26926
4120336083,2166,1,0,0,0,1,1,3,0,8,1,120,47,25,25,60,96933,67401,804,81,16.2,280,7,36348,66332
4120244000,1813,0,0,1,1,1,0,1,1,4,0,99,34,12,25,23,61909,54695,746,73,14.6,165,2,28842,50463
4118590836,2556,1,0,1,1,0,1,4,1,10,2,144,46,17,22,35,95341,78658,1079,85,17.0,316,4,38635,89832
4118495113,944,0,1,0,0,0,0,0,0,0,0,38,5,6,19,8,22728,24667,354,45,9.0,97,0,7621,4771
4118432488,1053,0,0,0,0,0,0,0,0,1,0,52,12,13,23,25,33574,33096,422,48,9.6,90,3,17193,15154
4118306793,2002,0,1,1,0,1,0,2,0,4,0,99,55,20,26,42,82356,58711,805,72,14.4,180,2,40480,54216
4105344112,940,0,0,0,0,0,0,0,0,0,0,33,11,8,19,10,22476,23860,335,45,9.0,53,1,8317,4119
4104917522,1670,1,1,0,1,0,1,1,1,9,2,109,32,20,15,42,55032,52447,643,69,13.8,168,5,15904,64550
4104540446,1027,0,0,1,0,0,0,0,0,1,0,34,13,3,9,1,22754,27322,438,47,9.4,105,0,7820,13188
4104397715,1649,0,1,0,0,1,0,1,0,3,0,76,25,22,34,23,50300,48356,576,63,12.6,151,5,15402,18195
4241563962,1573,0,0,0,0,0,0,0,0,3,0,63,26,14,35,20,63855,48034,687,67,13.4,161,2,16526,22694
4241451592,1715,0,1,1,0,1,0,2,0,5,0,75,37,35,36,63,97563,56255,525,68,13.6,184,8,31565,61083
4240992890,1373,1,1,1,0,1,1,2,0,9,2,46,14,29,18,45,73819,49046,514,64,12.8,154,4,41380,49718
4240660159,926,1,1,1,0,1,0,2,0,3,0,35,13,17,4,21,31514,33199,383,49,9.8,96,5,11167,33073
4240354239,2196,1,0,1,1,0,1,3,1,9,1,109,42,31,27,51,128572,72242,805,84,16.8,297,6,66909,89981
4240138715,1432,0,0,1,1,0,0,0,1,4,0,58,17,22,26,24,62778,45516,520,62,12.4,111,4,13458,39740
4239979256,1861,0,0,0,0,1,0,2,0,5,0,73,40,31,37,49,106981,58272,642,73,14.6,150,6,57689,33923
4239909363,1620,1,1,0,1,0,0,1,1,6,0,74,40,30,8,54,75639,53919,621,70,14.0,165,6,37564,57816
4239844329,1498,0,0,0,0,1,0,3,0,1,0,55,39,14,25,19,51316,43180,614,64,12.8,163,2,21445,29678
4237076217,2864,1,1,1,0,0,1,6,1,9,2,187,89,56,28,66,198526,95232,990,89,17.8,329,14,75646,167692
4236209362,1448,1,1,1,0,1,1,3,0,9,2,53,20,37,17,55,76192,53974,553,66,13.2,137,7,24008,51014
4236142587,1790,0,1,1,0,0,0,0,0,2,0,68,39,20,38,30,74172,56083,734,75,15.0,150,3,16788,21606
4235811213,2358,1,0,0,0,1,1,5,1,11,4,140,63,37,24,63,124239,75167,751,84,16.8,237,6,71103,106858
4235211937,2422,1,0,0,1,0,1,3,3,7,2,96,52,40,32,92,170649,81888,883,87,17.4,237,8,78645,92279
4235038935,2206,0,1,0,1,1,1,2,2,6,1,106,38,26,27,47,117001,66983,783,83,16.6,226,8,50567,75544
4233009853,1698,0,0,1,0,1,0,3,0,2,0,87,38,17,27,20,59743,49535,717,66,13.2,162,6,23491,35584
4233011399,1265,0,0,1,0,0,0,1,0,1,0,53,21,4,14,9,33165,34519,570,55,11.0,135,0,12326,20694
4232843469,1618,1,1,1,1,1,1,4,1,9,1,86,36,40,15,67,78596,60378,650,74,14.8,157,6,33600,90137
4232833087,1258,1,1,1,0,0,1,0,0,11,3,50,20,37,11,40,75558,50317,579,67,13.4,110,6,14774,31877
4232673227,1370,1,0,1,0,0,1,2,0,6,1,50,27,25,16,33,66935,47270,541,64,12.8,145,6,16291,50960
4232304535,1372,1,0,1,1,1,1,2,1,7,1,72,27,23,12,30,59952,47134,611,67,13.4,142,5,20564,62745
4232135489,1537,0,1,0,0,0,0,1,0,1,0,80,37,14,22,23,60294,40878,580,59,11.8,115,2,10984,13541
4231892073,1802,1,1,1,1,0,1,2,1,10,2,62,38,33,13,60,105144,61838,668,76,15.2,224,8,27916,74816
4231554212,983,1,1,1,0,0,0,1,0,4,0,49,7,22,11,22,38005,36209,417,54,10.8,119,6,10983,30543
4231481467,1175,0,0,0,0,0,0,1,0,2,0,53,24,14,26,12,32620,34094,452,53,10.6,105,1,14356,23437
4231151563,1623,0,1,0,0,0,0,0,0,0,0,76,34,25,35,35,78653,47040,525,66,13.2,97,6,26603,4049
4230942397,1616,0,1,1,0,1,0,1,0,3,0,82,31,14,29,13,60652,43420,577,61,12.2,108,3,23971,24532
4230915010,1326,0,0,0,0,0,0,0,0,1,0,65,25,11,30,17,42733,34921,502,56,11.2,99,2,12268,11397
4230204841,1213,1,0,1,0,1,1,2,0,7,1,35,20,23,10,37,56336,44441,539,61,12.2,157,5,22573,50859
4229975726,1426,1,1,1,1,1,1,3,1,10,2,57,14,46,10,66,89583,58366,607,73,14.6,171,6,32187,68045
4229542906,1412,1,1,1,1,1,1,3,1,9,1,55,22,28,11,31,71756,50634,565,66,13.2,137,4,17232,74633
4228752344,1685,0,0,0,0,0,0,1,0,0,0,91,38,11,22,25,45732,42542,618,64,12.8,147,3,26241,9291
4227532963,1494,1,0,0,1,1,0,3,1,6,0,80,28,30,5,72,76971,51296,633,69,13.8,165,7,23918,58196
4227386495,1673,0,0,0,0,1,0,2,0,2,0,104,27,22,35,38,82222,48366,584,67,13.4,140,4,28115,27113
4227278479,2096,1,0,0,0,1,1,3,0,8,1,111,48,26,26,47,113667,64801,818,79,15.8,181,8,45243,51322
4227225657,1476,1,1,1,0,1,1,3,0,10,2,67,35,32,13,59,73563,52235,526,66,13.2,146,6,31517,54459
4226252789,932,1,1,0,0,1,0,1,0,3,0,38,14,15,6,20,29749,32600,442,49,9.8,83,4,6777,17107
4226146060,1621,1,0,0,1,1,1,3,1,9,2,72,41,26,22,52,73242,57204,697,73,14.6,168,7,20426,60807
4225290711,920,0,1,0,0,0,0,0,0,0,0,30,10,5,15,3,33486,22149,335,43,8.6,76,2,7503,7044
4225136570,1580,0,0,0,0,0,0,0,0,2,0,79,34,17,34,28,55917,43624,573,65,13.0,119,3,32130,8914
4225069903,1320,1,1,1,1,1,1,2,1,10,2,55,21,32,7,35,64300,51701,540,69,13.8,185,7,31264,70472
4225054326,1681,1,1,0,0,1,1,3,0,7,2,100,60,30,13,58,68569,52635,588,71,14.2,132,7,36599,47569
4224937366,1414,1,1,1,1,1,1,1,1,8,1,61,25,29,16,36,71658,53092,603,69,13.8,164,7,26800,60983
4224891658,1138,0,1,0,0,1,0,1,0,1,0,40,18,5,15,8,24881,28968,370,50,10.0,129,1,15697,20509
4223061077,2047,0,1,1,0,1,0,3,0,4,0,96,53,32,37,47,129476,62059,716,77,15.4,213,10,55895,55283
4222966815,1002,1,1,1,0,1,0,2,0,4,0,38,4,28,9,39,51329,35977,355,52,10.4,87,7,10352,29874
4222847666,1127,0,1,0,0,0,0,0,0,2,0,38,10,9,23,15,34593,29895,373,50,10.0,77,0,14669,9505
4222810614,1707,1,1,1,0,0,1,2,0,11,3,83,49,41,15,63,80026,62281,724,80,16.0,197,11,42506,75308
4222763533,1308,1,1,0,0,1,0,2,0,6,0,45,26,25,7,41,55880,45362,556,63,12.6,119,5,27588,39421
4218237494,1665,1,1,1,1,0,0,2,1,4,0,94,32,32,21,58,78649,58626,650,76,15.2,181,7,35723,80548
4216892789,1317,1,0,1,1,1,0,2,1,5,0,78,26,24,14,38,55621,44649,534,65,13.0,100,7,21645,48189
4216753503,1321,1,1,1,1,0,0,1,1,4,0,62,22,25,10,43,58379,50469,580,68,13.6,177,6,23865,54847
4216560666,2261,1,0,0,1,0,1,4,1,8,1,123,70,28,25,55,113755,71344,877,84,16.8,241,7,37100,88220
4216069997,937,1,1,1,0,1,0,2,0,3,0,41,9,16,4,23,27944,32691,387,50,10.0,121,3,13052,33225
4216075409,1668,1,0,0,1,0,1,0,1,7,1,73,25,32,26,54,93710,57428,623,77,15.4,191,8,27757,43416
4216061140,1566,0,1,0,0,0,0,0,0,2,0,77,41,15,36,33,58653,45988,652,65,13.0,148,3,25156,31948
4215966736,945,0,0,0,0,0,0,1,0,0,0,19,4,8,26,12,30235,22709,246,43,8.6,62,1,12277,8509
4215980399,1317,1,0,1,1,0,1,1,1,6,1,55,20,25,12,35,58764,46205,532,67,13.4,127,5,18523,44811
4215759559,1583,0,1,0,0,0,0,0,0,1,0,74,39,11,24,19,49474,43830,687,64,12.8,171,3,14720,28387
4215773214,1338,0,0,0,0,0,0,0,0,2,0,69,19,13,27,17,52816,37268,527,59,11.8,106,3,32063,12126
4215663649,1134,1,0,1,0,1,0,2,0,6,0,49,15,31,13,48,62771,43761,423,58,11.6,128,6,16053,53930
4215363858,1625,1,1,0,0,1,1,4,0,6,1,81,36,36,13,74,105157,56048,621,75,15.0,173,7,37651,78237
4214979998,2151,0,0,0,0,1,0,2,0,4,0,129,46,28,34,52,106081,66211,877,83,16.6,185,9,25460,52105
4214990276,1284,1,0,1,1,0,1,1,1,6,1,53,12,31,10,47,56082,50257,564,68,13.6,146,6,14425,60944
4214734117,1281,0,1,0,0,0,0,0,0,2,0,61,20,7,15,12,32359,33238,492,55,11.0,114,2,20766,26072
4214665912,1992,0,1,0,1,0,1,1,1,6,1,86,38,32,32,64,95726,61264,631,78,15.6,162,7,63778,63270
4214567366,1361,1,0,1,1,0,0,1,1,4,0,46,28,26,17,44,59950,49443,584,69,13.8,183,6,17454,59898
4214510083,1523,1,0,1,1,0,1,2,1,9,1,77,34,34,18,53,77324,57821,676,74,14.8,189,6,23985,72179
4214257445,2236,0,0,0,0,0,0,1,2,2,0,127,56,35,35,68,121162,70171,764,87,17.4,191,10,35411,71931
4214300686,1890,1,0,1,1,0,1,1,1,9,1,89,35,30,28,68,110559,65093,666,79,15.8,197,7,33256,65445
4213991159,1821,0,0,1,0,1,0,3,0,4,0,85,41,18,32,39,82122,53214,625,69,13.8,224,3,44977,55440
4213865508,1939,1,1,1,1,1,1,3,1,10,1,119,46,31,15,41,86587,68161,807,83,16.6,288,7,39489,91147
4213441509,1584,0,1,1,0,0,0,0,0,2,0,60,34,18,34,36,64203,46033,580,63,12.6,110,3,22003,6896
4212778061,1128,1,1,1,0,1,0,2,0,3,0,42,25,13,2,25,29373,36565,551,56,11.2,135,4,21912,40415
4212617083,2124,1,1,1,1,0,1,2,2,10,1,92,41,27,28,51,114444,69968,847,84,16.8,221,8,82001,77060
4211647338,1875,1,0,0,0,0,0,2,1,7,1,84,37,25,22,59,83326,61905,775,79,15.8,183,7,35321,64471
4211663289,1477,1,0,1,1,0,1,1,1,9,1,92,26,18,14,35,72180,49976,643,71,14.2,145,4,27584,71041
4211526181,1485,0,0,0,0,0,0,0,0,3,0,64,15,16,31,19,61765,43766,537,65,13.0,161,4,20872,23845
4211418387,1643,0,0,0,0,0,0,0,0,4,0,86,31,23,23,30,66855,51942,653,70,14.0,175,4,29456,42394
4211344801,1674,1,0,1,1,0,1,3,1,8,1,87,51,38,16,66,90339,60882,686,79,15.8,181,8,60535,72350
4210427204,1689,1,1,0,1,1,1,3,1,10,2,97,34,36,9,52,94850,59308,741,80,16.0,178,6,27972,80509
4210322448,1294,1,0,1,0,0,1,2,0,8,1,65,25,37,13,64,83567,50599,492,66,13.2,147,5,32906,50754
4209372132,1557,1,1,1,1,0,1,1,1,7,1,87,46,27,19,32,75223,52863,608,71,14.2,170,9,21584,56983
4209234345,1773,0,1,1,0,1,0,3,0,3,0,92,45,15,22,31,56302,52145,767,70,14.0,191,5,17856,39882
4209052195,941,0,0,0,0,0,0,0,0,0,0,28,12,3,16,4,21969,22107,345,43,8.6,68,0,7240,11020
4208873115,1460,0,0,0,0,1,0,1,0,0,0,50,32,10,23,18,59847,38684,587,60,12.0,139,2,20418,18750
4208646221,1203,0,1,1,0,0,0,1,0,2,0,42,14,9,16,16,29160,33534,464,51,10.2,107,3,10453,27673
4208432716,2229,0,0,0,1,0,0,1,1,4,0,98,58,20,34,41,80445,66538,858,82,16.4,219,5,33177,49266
4208294656,1482,0,1,1,0,0,0,0,0,4,0,71,25,15,25,30,56857,44873,569,66,13.2,148,2,20650,42908
4208183709,2463,1,1,0,1,1,1,3,1,11,3,146,70,34,29,35,119638,74394,903,84,16.8,232,6,56977,61920
4208093718,1146,1,1,1,0,0,0,1,0,5,0,57,29,26,11,51,48449,41784,505,59,11.8,120,6,15089,38850
4207617108,1932,0,0,0,0,1,0,2,0,3,0,67,32,22,49,42,106328,56118,666,73,14.6,162,7,51222,41299
4207670053,1296,0,1,1,0,1,0,1,0,3,0,61,16,10,26,9,53238,36540,506,56,11.2,116,2,14802,21215
4207425321,1628,0,0,0,0,0,0,0,0,2,0,66,29,14,31,20,68358,44552,673,67,13.4,114,3,27675,20993
4207338587,1358,1,0,1,1,1,0,2,1,4,0,67,27,23,14,43,54347,47785,561,68,13.6,201,6,20083,53191
4207361443,1838,1,0,0,1,1,1,2,1,7,1,106,49,35,36,62,110783,62379,618,78,15.6,185,9,27065,90825
4255795289,1244,0,0,0,0,0,0,0,0,0,0,42,20,11,28,19,46525,30394,347,50,10.0,76,2,24344,10440
4255761502,962,0,1,0,0,0,0,0,0,0,0,33,11,13,27,17,35698,27382,306,46,9.2,78,1,8264,4252
4255663162,1632,0,0,0,0,1,0,1,0,3,0,60,28,16,25,33,67495,45386,631,64,12.8,144,5,21165,26149
4255601634,1447,1,0,1,1,1,1,2,1,9,2,74,23,37,17,61,79831,54369,520,69,13.8,144,8,44931,53206
4255379515,1750,1,1,1,0,1,1,4,0,9,1,90,43,39,13,73,99457,61918,666,73,14.6,197,8,68713,73235
4255228631,1890,1,0,1,1,0,1,2,1,11,3,100,31,33,27,61,103658,64774,669,78,15.6,231,8,65538,71998
4252707261,1982,0,0,0,1,0,0,0,1,5,0,107,39,28,38,37,92097,62630,735,78,15.6,182,8,40141,41748
4251918236,932,1,1,1,0,1,0,2,0,3,0,36,7,18,5,15,34154,31481,389,51,10.2,86,5,19095,27720
4249716387,1015,0,0,0,0,0,0,0,0,0,0,43,17,7,15,9,21181,26266,365,47,9.4,92,2,11159,4788
4247346627,1353,1,1,1,0,1,1,3,0,6,1,49,16,24,17,31,50739,46320,523,66,13.2,149,4,25835,56888
4247333254,1261,1,1,0,0,0,0,1,0,5,0,65,19,27,12,60,51052,44601,489,61,12.2,125,5,14947,40063
4247328744,1030,1,1,0,0,0,0,1,0,5,0,49,20,25,9,31,41797,37243,472,54,10.8,93,7,6053,38600
4247161499,1958,1,1,1,0,1,1,3,0,9,1,112,55,39,14,90,112872,64898,690,79,15.8,220,10,51448,75778
4247052472,1537,0,0,0,0,0,0,0,0,0,0,66,31,15,17,31,49722,41628,562,63,12.6,160,2,18518,5152
4242033414,1643,0,0,0,0,0,0,0,0,1,0,73,31,20,40,29,74859,49005,617,66,13.2,126,5,25381,10860
4241849807,1895,0,0,0,0,0,0,0,0,3,0,105,38,35,37,53,120639,60897,659,77,15.4,166,11,39117,24964
4241836803,2024,1,0,0,1,0,1,2,1,7,1,142,59,18,15,25,99946,61459,807,77,15.4,243,5,43658,78216
4239392496,1236,0,0,0,0,0,0,0,0,1,0,41,12,9,21,19,36481,33254,422,52,10.4,107,1,27763,19839
4239164903,2669,1,0,0,1,1,1,5,3,11,5,135,47,38,50,86,167666,86651,776,89,17.8,275,7,86630,118343
4239025985,1717,1,1,0,1,1,1,2,1,8,1,75,35,26,23,49,80826,58255,689,74,14.8,188,5,19317,49428
4238878723,1223,1,1,0,0,1,0,1,0,3,0,54,15,24,12,33,47221,41123,515,59,11.8,105,5,15687,19698
4238834904,2034,1,0,0,1,1,1,4,1,10,2,88,42,33,25,63,113601,66643,719,79,15.8,193,7,36623,108873
4236315023,1394,0,1,1,0,0,0,0,0,2,0,49,17,12,26,16,40113,39987,590,57,11.4,123,3,15495,26783
4236105557,1434,0,0,0,0,0,0,0,0,3,0,78,22,8,31,8,49774,38910,555,60,12.0,142,0,23044,17979
4235949878,1242,1,1,0,0,1,1,2,0,6,1,49,23,21,7,31,48522,42013,541,58,11.6,108,6,21606,40762
4235878601,1541,1,1,1,0,1,1,2,0,7,1,94,38,22,7,42,64143,49963,658,66,13.2,146,5,28558,62999
4232242673,2718,0,0,0,1,0,0,1,3,9,2,160,74,29,31,48,113341,88150,1048,88,17.6,293,6,88263,115628
